Date,Open,High,Low,Close,Volume
2022-04-01,79.54,79.73,78.35,79.23,28209600
2022-04-04,79.43,80.78,79.40,80.74,23048200
2022-04-05,80.39,80.57,78.76,79.04,23588200
2022-04-06,77.72,77.90,76.48,77.17,34225400
2022-04-07,76.75,77.81,76.23,77.29,23200200
2022-04-08,76.94,77.12,76.04,76.21,26354600
2022-04-11,75.25,75.35,74.18,74.29,21595400
2022-04-12,75.21,75.78,73.68,73.96,22172200
2022-04-13,74.00,75.38,73.72,75.14,14446800
2022-04-14,75.22,75.36,73.29,73.32,17407000
2022-04-18,72.96,74.04,72.94,73.56,14060600
2022-04-19,73.38,75.07,73.11,74.94,13562200
2022-04-20,75.67,75.86,74.65,74.87,15652600
2022-04-21,75.60,76.31,73.38,73.60,18509200
2022-04-22,73.52,73.95,71.44,71.54,22094800
2022-04-25,71.22,72.67,70.78,72.61,28707600
2022-04-26,71.96,72.07,69.88,69.91,25953200
2022-04-27,70.69,72.31,70.54,70.94,40048600
2022-04-28,72.06,74.21,71.68,73.79,27762400
2022-04-29,72.98,73.83,70.57,70.71,29589800
2022-05-02,70.63,71.88,69.83,71.79,37004400
2022-05-03,71.78,72.35,71.25,71.91,27469800
2022-05-04,72.19,74.57,71.00,74.43,28650400
2022-05-05,73.34,73.43,70.01,70.86,36442200
2022-05-06,70.21,71.41,69.23,70.29,34862200
2022-05-09,69.01,69.46,67.25,67.57,41124600
2022-05-10,69.18,69.57,67.57,68.60,36370400
2022-05-11,67.97,69.26,66.22,66.43,34781800
2022-05-12,65.44,66.70,64.21,65.75,36506600
2022-05-13,66.64,68.26,66.21,67.93,24495400
2022-05-16,67.36,68.24,66.75,67.33,17423400
2022-05-17,68.78,69.39,68.00,69.28,18602200
2022-05-18,68.36,68.57,65.86,66.11,23670200
2022-05-19,65.61,66.51,65.07,65.39,20874800
2022-05-20,66.29,66.47,63.52,65.53,20252600
2022-05-23,65.74,67.12,65.53,67.04,17219600
2022-05-24,66.10,66.43,64.89,66.04,17122000
2022-05-25,65.61,67.31,65.56,66.81,13656600
2022-05-26,66.42,68.71,66.28,68.42,15556600
2022-05-27,69.18,70.75,69.05,70.73,16281800
2022-05-31,70.46,70.92,69.54,70.22,19420800
2022-06-01,70.98,71.46,69.50,70.01,13304800
2022-06-02,69.52,71.71,69.19,71.71,13868400
2022-06-03,70.35,70.83,69.67,70.00,11263800
2022-06-06,70.88,71.32,69.65,70.00,12589600
2022-06-07,69.25,70.97,69.11,70.83,11016600
2022-06-08,70.62,70.96,69.84,70.04,8814200
2022-06-09,69.53,70.21,68.15,68.17,9765200
2022-06-10,66.99,67.20,65.53,65.54,20886400
2022-06-13,63.48,64.08,62.41,62.64,36332600
2022-06-14,63.11,63.46,62.45,63.03,18250400
2022-06-15,63.82,65.32,62.96,64.36,25069600
2022-06-16,62.73,62.78,61.24,61.74,32690800
2022-06-17,61.74,62.90,61.30,62.31,27684200
2022-06-21,63.06,64.18,63.06,63.73,17245000
2022-06-22,63.03,64.34,62.86,63.46,15163400
2022-06-23,64.00,64.54,63.42,64.41,16042200
2022-06-24,65.15,66.74,65.15,66.72,25492200
2022-06-27,66.94,67.14,65.97,66.28,13917200
2022-06-28,66.33,67.00,64.26,64.29,15260800
2022-06-29,64.21,64.81,63.69,64.42,13607200
2022-06-30,63.56,64.36,62.56,63.56,15720400
2022-07-01,63.16,63.87,62.62,63.71,13930600
2022-07-05,62.84,64.52,62.48,64.50,14341000
2022-07-06,64.64,65.58,64.32,65.06,16167000
2022-07-07,65.35,66.56,65.35,66.40,13082200
2022-07-08,65.69,66.65,65.49,66.43,12627000
2022-07-11,65.86,66.14,65.07,65.52,11416600
2022-07-12,65.76,66.13,64.25,64.62,16553400
2022-07-13,63.41,64.87,63.13,64.46,15162600
2022-07-14,63.94,65.28,63.12,65.04,13728800
2022-07-15,65.67,66.22,65.39,66.19,13529200
2022-07-18,66.84,67.08,65.30,65.55,9897600
2022-07-19,66.28,67.62,65.88,67.55,12330600
2022-07-20,67.56,68.89,67.38,68.61,12537200
2022-07-21,68.69,69.58,67.97,69.57,12957600
2022-07-22,69.54,69.82,68.21,68.61,10583600
2022-07-25,68.58,68.65,67.66,68.18,13951200
2022-07-26,68.12,68.14,66.82,67.07,10167800
2022-07-27,68.18,70.32,68.07,69.96,17076200
2022-07-28,70.04,71.18,69.41,71.02,12408000
2022-07-29,71.24,72.33,70.94,72.11,10177400
2022-08-01,71.46,72.68,71.29,71.96,12515800
2022-08-02,71.33,72.27,70.83,71.44,15921800
2022-08-03,71.79,73.55,71.78,73.35,14243200
2022-08-04,73.32,73.71,72.85,73.68,11679800
2022-08-05,72.50,73.71,72.44,73.51,7921000
2022-08-08,73.44,74.01,72.49,72.89,11102200
2022-08-09,72.29,72.44,71.76,72.15,8565600
2022-08-10,73.87,74.18,73.28,74.12,19273200
2022-08-11,74.59,75.03,73.70,73.83,11025800
2022-08-12,74.32,75.31,74.09,75.31,8093600
2022-08-15,75.00,75.89,74.92,75.78,7162600
2022-08-16,75.43,75.93,74.87,75.57,10990600
2022-08-17,74.89,75.61,74.50,75.04,12632800
2022-08-18,75.11,75.72,74.82,75.43,9976800
2022-08-19,74.81,74.89,73.89,74.06,10146200
2022-08-22,73.04,73.07,71.81,71.99,10744200
2022-08-23,71.85,72.56,71.71,71.80,14777200
2022-08-24,71.75,72.15,71.45,71.85,8983200
2022-08-25,72.03,73.07,71.93,73.06,7126600
2022-08-26,73.03,73.21,69.89,69.94,14321800
2022-08-29,69.18,69.69,68.75,69.01,13231600
2022-08-30,69.40,69.53,67.68,68.29,13268800
2022-08-31,68.71,68.93,67.60,67.63,14171400
2022-09-01,66.97,67.39,65.89,67.30,15988600
2022-09-02,68.00,68.38,66.07,66.43,16606600
2022-09-06,66.51,66.80,65.55,65.99,14990000
2022-09-07,66.11,67.31,65.89,67.04,11657000
2022-09-08,66.54,67.62,66.25,67.27,11210600
2022-09-09,67.83,68.79,67.70,68.60,11418600
2022-09-12,69.03,69.73,69.01,69.70,10181000
2022-09-13,67.71,68.09,65.82,66.00,20148800
2022-09-14,66.31,66.72,65.61,66.24,13229200
2022-09-15,65.71,66.11,64.32,64.71,14885200
2022-09-16,64.15,64.49,63.44,64.36,20762200
2022-09-19,63.56,64.78,63.51,64.72,15683000
2022-09-20,64.11,64.75,63.78,64.34,12109400
2022-09-21,64.68,65.62,63.33,63.33,16808800
2022-09-22,62.98,63.38,62.33,62.69,16033800
2022-09-23,62.12,62.22,61.06,61.87,19396200
2022-09-26,61.68,62.72,61.26,61.44,17193600
2022-09-27,62.26,62.84,60.95,61.52,18714800
2022-09-28,61.11,62.47,60.64,62.17,18933400
2022-09-29,61.28,61.42,59.83,60.55,31096600
2022-09-30,60.31,61.20,59.28,59.39,19513000
2022-10-03,59.86,61.60,59.63,61.23,17332200
2022-10-04,62.47,63.35,62.42,63.28,17779000
2022-10-05,62.43,63.96,62.06,63.49,14600400
2022-10-06,63.33,64.03,62.90,62.97,14348200
2022-10-07,61.69,61.69,60.06,60.38,15749000
2022-10-10,60.38,60.47,58.78,59.37,16706200
2022-10-11,59.03,59.44,58.03,58.46,21044800
2022-10-12,58.51,58.90,58.18,58.28,14111600
2022-10-13,56.71,60.40,56.49,60.09,38114600
2022-10-14,60.58,60.71,58.31,58.40,22484000
2022-10-17,59.83,60.48,59.67,60.18,14599600
2022-10-18,61.74,61.96,59.92,60.69,13998000
2022-10-19,60.16,61.12,59.90,60.51,10984000
2022-10-20,60.53,61.87,60.25,60.55,12429600
2022-10-21,60.40,62.30,60.19,62.17,17126000
2022-10-24,62.44,63.26,61.67,63.03,13385200
2022-10-25,63.19,64.28,63.19,64.24,10265000
2022-10-26,62.62,64.13,62.51,62.81,15169400
2022-10-27,63.04,63.42,61.94,62.09,11694800
2022-10-28,62.44,64.93,62.44,64.79,14935400
2022-10-31,64.14,64.32,63.56,63.94,13292200
2022-11-01,64.73,64.85,63.12,63.40,9413200
2022-11-02,63.35,64.17,61.19,61.21,18092400
2022-11-03,60.35,60.47,59.37,59.41,16010600
2022-11-04,60.65,60.81,59.11,60.49,17896200
2022-11-07,60.60,61.60,60.17,61.51,10427600
2022-11-08,62.01,62.85,61.18,62.10,12722000
2022-11-09,61.52,61.54,60.39,60.48,11962600
2022-11-10,63.47,65.52,63.15,65.45,27932200
2022-11-11,65.39,66.79,65.07,66.57,15977800
2022-11-14,66.04,66.82,65.68,66.00,14526600
2022-11-15,67.50,67.78,66.13,66.80,12716200
2022-11-16,66.29,66.48,65.61,65.89,10095800
2022-11-17,64.83,66.28,64.81,65.97,8149600
2022-11-18,66.71,66.74,65.49,66.04,11912400
2022-11-21,65.67,65.94,65.21,65.33,8363800
2022-11-22,65.62,66.64,65.15,66.60,9019200
2022-11-23,66.46,67.39,66.41,67.19,9480600
2022-11-25,66.74,67.00,66.61,66.80,3263000
2022-11-28,66.04,66.47,65.11,65.37,13030200
2022-11-29,65.29,65.48,64.46,64.73,11570200
2022-11-30,64.70,67.99,64.64,67.98,23334400
2022-12-01,68.04,68.40,67.24,68.07,15165800
2022-12-02,66.93,67.90,66.68,67.68,8934400
2022-12-05,67.16,67.54,66.11,66.56,11526200
2022-12-06,66.49,66.58,64.71,65.13,11799200
2022-12-07,64.89,65.30,64.33,64.80,10413800
2022-12-08,65.16,66.05,64.77,65.86,8965800
2022-12-09,65.57,66.38,65.21,65.46,10402800
2022-12-12,65.56,66.89,65.54,66.89,14806200
2022-12-13,69.32,69.67,66.99,67.68,18607600
2022-12-14,67.61,68.40,66.32,67.11,19541000
2022-12-15,66.00,66.25,64.35,64.60,19223800
2022-12-16,64.38,64.75,63.42,63.74,23999200
2022-12-19,63.56,63.67,62.29,62.71,14276600
2022-12-20,62.38,63.12,62.08,62.81,12622000
2022-12-21,63.10,64.14,62.94,63.85,14670600
2022-12-22,63.04,63.12,61.18,62.24,15323600
2022-12-23,61.79,62.36,61.33,62.30,8231600
2022-12-27,62.08,62.19,61.35,61.71,9530200
2022-12-28,61.56,62.13,60.65,60.72,10362600
2022-12-29,61.31,62.51,61.31,62.31,10954200
2022-12-30,61.66,62.26,61.28,62.22,8905800
2023-01-03,62.88,63.30,61.19,61.63,15196200
2023-01-04,61.95,62.19,61.11,61.79,11813000
2023-01-05,61.48,61.64,60.49,60.59,11341000
2023-01-06,61.12,62.65,60.40,62.37,13825400
2023-01-09,62.92,64.24,62.90,63.09,21427200
2023-01-10,62.94,63.58,62.60,63.48,17209000
2023-01-11,63.68,64.58,63.49,64.58,13758000
2023-01-12,64.68,65.36,63.89,65.06,15358600
2023-01-13,64.44,65.34,64.29,65.25,10153200
2023-01-17,65.15,65.93,65.07,65.54,10425800
2023-01-18,65.91,66.26,64.65,64.69,13936000
2023-01-19,64.19,64.55,63.71,63.94,14645000
2023-01-20,64.26,65.72,64.03,65.67,14127800
2023-01-23,65.93,67.55,65.79,67.17,23472600
2023-01-24,66.79,67.39,66.68,67.14,12575600
2023-01-25,66.00,67.17,65.39,67.00,14342200
2023-01-26,67.65,68.10,66.95,68.07,11161800
2023-01-27,67.64,68.83,67.61,68.35,13549400
2023-01-30,67.57,67.86,66.99,67.04,9705600
2023-01-31,67.04,68.01,67.00,67.98,8871600
2023-02-01,67.93,70.14,67.61,69.58,18852800
2023-02-02,70.77,71.88,70.44,71.48,18824000
2023-02-03,70.25,72.04,70.14,70.89,16145400
2023-02-06,70.10,70.65,69.75,70.02,12977400
2023-02-07,70.12,72.04,70.10,71.77,15708200
2023-02-08,71.91,72.29,70.76,70.90,12577000
2023-02-09,72.00,72.12,70.24,70.51,12624000
2023-02-10,69.99,70.43,69.53,70.19,9861600
2023-02-13,70.46,71.56,70.42,71.40,8411800
2023-02-14,71.07,72.11,70.62,71.71,12622000
2023-02-15,71.28,72.05,71.11,72.04,10491000
2023-02-16,71.00,71.81,70.74,70.79,13001200
2023-02-17,70.29,70.37,69.30,69.91,10606600
2023-02-21,68.97,69.39,68.19,68.25,12277800
2023-02-22,68.39,68.70,67.82,68.15,14338400
2023-02-23,69.42,69.54,68.31,69.28,13120000
2023-02-24,68.05,68.34,67.65,68.04,14347400
2023-02-27,68.73,69.08,68.29,68.41,9389000
2023-02-28,68.19,68.92,68.07,68.26,10485800
2023-03-01,68.29,68.40,67.55,67.76,15069400
2023-03-02,67.57,68.81,67.46,68.60,10969400
2023-03-03,69.04,70.07,68.97,70.07,14439600
2023-03-06,70.52,71.36,70.35,70.40,15999200
2023-03-07,70.35,70.62,69.36,69.53,14120000
2023-03-08,69.78,70.19,69.36,70.11,13247000
2023-03-09,70.21,71.00,68.96,69.10,15624600
2023-03-10,69.00,69.18,67.61,67.89,30556800
2023-03-13,67.46,69.20,67.04,68.25,34439400
2023-03-14,69.14,70.07,68.85,69.83,21202200
2023-03-15,69.07,69.96,68.73,69.87,23060000
2023-03-16,69.62,71.93,69.39,71.83,26086800
2023-03-17,71.97,72.59,71.31,71.73,23078600
2023-03-20,71.44,71.86,70.91,71.76,11981600
2023-03-21,72.15,72.47,71.40,72.35,13066400
2023-03-22,72.35,73.79,71.58,71.62,14224400
2023-03-23,72.54,73.78,72.11,72.79,17595800
2023-03-24,72.56,73.01,72.08,72.98,11872600
2023-03-27,73.09,73.34,72.25,72.42,10810600
2023-03-28,72.29,72.32,71.43,72.07,9968000
2023-03-29,72.98,73.75,72.88,73.58,14256600
2023-03-30,74.26,74.54,73.94,74.44,11202400
2023-03-31,74.35,75.57,74.25,75.50,15069800
2023-04-03,75.04,75.49,74.68,75.39,21142200
2023-04-04,75.50,75.75,74.69,74.97,15824800
2023-04-05,74.61,74.68,73.58,74.11,15737600
2023-04-06,73.57,74.63,73.25,74.54,15696000
2023-04-10,73.79,74.51,73.39,74.50,9517200
2023-04-11,74.36,74.38,73.67,73.79,12791600
2023-04-12,74.29,74.50,73.25,73.38,13235800
2023-04-13,73.66,74.86,73.54,74.74,13641800
2023-04-14,74.32,74.93,73.68,74.32,13003600
2023-04-17,74.42,74.76,74.01,74.60,8306000
2023-04-18,75.17,75.36,74.50,74.82,9212800
2023-04-19,74.15,74.75,74.05,74.61,8623200
2023-04-20,73.93,74.86,73.79,74.12,11416200
2023-04-21,73.79,74.01,73.40,73.88,12237600
2023-04-24,73.58,73.94,73.00,73.56,9079800
2023-04-25,73.19,73.33,71.96,71.99,11022600
2023-04-26,73.25,73.81,72.88,73.06,13603400
2023-04-27,73.40,74.66,73.22,74.61,12084800
2023-04-28,74.61,75.43,74.53,75.42,11792000
2023-05-01,75.36,75.82,75.24,75.46,8194400
2023-05-02,75.55,75.64,74.36,74.75,12058800
2023-05-03,74.85,75.33,74.09,74.12,11630200
2023-05-04,73.83,74.27,73.46,73.77,10861000
2023-05-05,74.49,75.88,74.38,75.62,12230000
2023-05-08,75.47,75.64,75.11,75.58,6795600
2023-05-09,75.17,75.31,74.92,75.00,12473200
2023-05-10,75.65,76.09,75.18,75.92,10551800
2023-05-11,75.79,75.79,75.05,75.57,8956800
2023-05-12,75.71,75.82,74.89,75.47,7908000
2023-05-15,75.55,76.11,75.28,76.10,6796600
2023-05-16,76.00,76.60,75.97,76.18,9398200
2023-05-17,76.50,77.32,76.14,77.19,11916600
2023-05-18,77.29,78.89,77.29,78.78,15491200
2023-05-19,78.79,78.93,78.47,78.74,9805000
2023-05-22,78.50,79.10,78.38,78.89,10794200
2023-05-23,78.50,78.82,77.69,77.72,11691000
2023-05-24,77.11,77.46,76.74,77.15,10925600
2023-05-25,79.21,80.43,78.79,80.11,18078000
